[12.],[7.],[42.],[30.],[121.],[145.],[327.],[1096.],[259.],[663.],[2246.],[2561.],[5007.],[9316.],[10026.],[19391.],[16189.],[8748.],[23311.],[32707.],[40933.],[54754.],[39930.],[36622.],[44223.],[99506.],[62402.],[77596.],[58082.],[66936.],[42278.],[31041.],[44336.],[38262.],[46160.],[32596.],[29762.],[32269.],[31612.],[13663.],[20951.],[17613.],[13318.],[15835.],[9834.],[13391.],[10412.],[9603.],[9027.],[8570.],[5447.],[5594.],[4199.],[4634.],[3846.],[5549.],[3090.],[3652.],[2838.],[2647.],[2719.],[2084.],[1999.],[1999.],[2060.],[1557.],[1835.],[1976.],[1610.],[1408.],[1480.],[1446.],[1404.],[1258.],[1457.],[1365.],[1099.],[1193.],[1120.],[1220.],[1116.],[1335.],[1028.],[1019.],[1145.],[1182.],[929.],[978.],[1029.],[1056.],[1272.],[950.],[987.],[933.],[951.],[1049.],[1037.],[819.],[1163.],[1033.],[877.],[1029.],[1011.],[1154.],[834.],[1013.],[1017.],[962.],[971.],[941.],[853.],[1006.],[987.],[904.],[988.],[925.],[983.],[1044.],[893.],[1055.],[969.],[923.],[1030.],[951.],[908.],[1023.],[960.],[941.],[1126.],[946.],[1041.],[1240.],[930.],[1024.],[1076.],[1096.],[1125.],[1042.],[1173.],[1068.],[1082.],[1180.],[1053.],[1185.],[1215.],[1187.],[1255.],[1216.],[1231.],[1268.],[1256.],[1298.],[1363.],[1311.],[1394.],[1479.],[1355.],[1345.],[1354.],[1406.],[1495.],[1389.],[1582.],[1490.],[1569.],[1655.],[1557.],[1523.],[1642.],[1785.],[1847.],[1631.],[1684.],[1851.],[1841.],[1981.],[1864.],[2074.],[1982.],[2098.],[2111.],[2206.],[2022.],[2233.],[2395.],[2502.],[2516.],[2331.],[2566.],[2493.],[2584.],[2710.],[2808.],[2607.],[2989.],[2889.],[2826.],[2839.],[3154.],[3103.],[3204.],[3002.],[3236.],[3226.],[3029.],[3090.],[2918.],[3558.],[3333.],[3146.],[3233.],[3255.],[3256.],[3276.],[3248.],[3280.],[3108.],[3196.],[3281.],[3252.],[3101.],[3154.],[3503.],[3074.],[3196.],[3241.],[3358.],[3387.],[3148.],[3069.],[3421.],[3444.],[3132.],[3221.],[3495.],[3300.],[3536.],[3372.],[3374.],[3403.],[3403.],[3411.],[3682.],[3492.],[3709.],[4013.],[4268.],[4779.],[5121.],[5265.],[10072.],[15670.],[9520.],[750.],[0.],[0.]
[17.],[3.],[53.],[87.],[9.],[61.],[202.],[182.],[271.],[432.],[1243.],[612.],[2215.],[4044.],[2082.],[5466.],[14847.],[2075.],[10695.],[20170.],[36058.],[46614.],[59473.],[31587.],[9845.],[63276.],[52401.],[67447.],[20847.],[84283.],[63968.],[25648.],[70594.],[18847.],[41602.],[48737.],[53180.],[15858.],[33889.],[39226.],[35765.],[25795.],[22985.],[19020.],[22837.],[12280.],[18171.],[6838.],[16113.],[10050.],[13428.],[10010.],[8956.],[4288.],[8436.],[7593.],[5942.],[7248.],[5308.],[4361.],[3673.],[4250.],[3148.],[3450.],[3206.],[2846.],[3354.],[1927.],[2607.],[2606.],[1813.],[1997.],[2288.],[1431.],[1832.],[1600.],[1903.],[1720.],[1242.],[1091.],[1347.],[1460.],[1192.],[1449.],[1060.],[1317.],[1020.],[1440.],[982.],[971.],[1086.],[1227.],[1112.],[1082.],[1077.],[1030.],[866.],[1091.],[1083.],[940.],[1036.],[1198.],[1085.],[1078.],[1095.],[1105.],[1166.],[1040.],[1095.],[1073.],[1043.],[1194.],[962.],[1010.],[1141.],[957.],[1075.],[1083.],[1046.],[1262.],[1101.],[1180.],[1102.],[1131.],[1166.],[1195.],[937.],[1209.],[1323.],[1080.],[1385.],[1263.],[1106.],[1434.],[1218.],[1295.],[1294.],[1281.],[1392.],[1189.],[1465.],[1423.],[1241.],[1431.],[1434.],[1298.],[1461.],[1494.],[1391.],[1643.],[1553.],[1641.],[1637.],[1651.],[1769.],[1832.],[1750.],[1974.],[1861.],[1933.],[2202.],[2011.],[2103.],[2029.],[2195.],[2199.],[2130.],[2444.],[2430.],[2233.],[2581.],[2367.],[2443.],[2483.],[2656.],[2677.],[2448.],[2907.],[2458.],[2887.],[2837.],[2813.],[2728.],[2996.],[2870.],[2817.],[2825.],[2800.],[2969.],[2920.],[2942.],[3170.],[2664.],[3022.],[2939.],[2949.],[3063.],[3096.],[3032.],[2860.],[3174.],[2887.],[2845.],[3042.],[3131.],[2891.],[2930.],[2888.],[2891.],[2995.],[2925.],[2947.],[3041.],[2959.],[3030.],[3009.],[2868.],[2635.],[3237.],[2838.],[2939.],[2670.],[2842.],[2886.],[3053.],[2704.],[2868.],[2916.],[2647.],[2805.],[2870.],[2595.],[2663.],[2569.],[2710.],[2689.],[2490.],[2647.],[2633.],[2769.],[2545.],[2383.],[2729.],[2615.],[2895.],[2388.],[2657.],[2639.],[2745.],[2690.],[3124.],[3512.],[3359.],[3948.],[3720.],[11059.]
[1005.],[502.],[1334.],[767.],[358.],[1073.],[1894.],[1026.],[1668.],[621.],[4401.],[1309.],[2727.],[3442.],[2611.],[5785.],[9942.],[2460.],[8804.],[12017.],[6513.],[15681.],[16271.],[17054.],[19331.],[48209.],[28729.],[32089.],[23731.],[55517.],[27887.],[26022.],[58284.],[19773.],[61191.],[41205.],[48548.],[21153.],[50472.],[37024.],[27646.],[30853.],[34865.],[35223.],[12387.],[27548.],[32975.],[29103.],[19800.],[22865.],[20420.],[11050.],[19896.],[17454.],[15175.],[14458.],[15137.],[15602.],[8210.],[10697.],[10358.],[8077.],[11081.],[6516.],[7219.],[7536.],[7273.],[6759.],[5313.],[5383.],[5043.],[5174.],[5077.],[3894.],[3653.],[4199.],[3237.],[4630.],[3111.],[2305.],[2917.],[3361.],[2787.],[2376.],[2112.],[2204.],[2093.],[2410.],[1638.],[1667.],[2318.],[2136.],[1788.],[1776.],[1791.],[1521.],[1640.],[1705.],[1503.],[1488.],[1641.],[1585.],[1389.],[1567.],[1493.],[1533.],[1500.],[1508.],[1447.],[1530.],[1496.],[1693.],[1495.],[1631.],[1762.],[1816.],[1747.],[1898.],[1749.],[1825.],[1940.],[1901.],[1884.],[1965.],[1920.],[2045.],[2004.],[2201.],[2164.],[2093.],[2257.],[2187.],[2364.],[2397.],[2375.],[2461.],[2339.],[2403.],[2494.],[2375.],[2749.],[2538.],[2682.],[2625.],[2784.],[2621.],[3064.],[2805.],[2604.],[3046.],[2813.],[2598.],[2884.],[3087.],[2977.],[2822.],[2894.],[2779.],[3292.],[3038.],[3013.],[3149.],[3298.],[3011.],[2785.],[2869.],[3225.],[3120.],[2993.],[3002.],[3244.],[2936.],[3177.],[3170.],[2863.],[2959.],[2932.],[2977.],[2869.],[2975.],[3030.],[2980.],[2960.],[2798.],[2904.],[2939.],[2882.],[2871.],[2816.],[2763.],[2892.],[2666.],[2551.],[2575.],[2640.],[2699.],[2611.],[2636.],[2494.],[2555.],[2521.],[2517.],[2512.],[2379.],[2367.],[2493.],[2261.],[2367.],[2449.],[2069.],[2415.],[2253.],[2308.],[1973.],[2151.],[2073.],[2173.],[2142.],[1839.],[2372.],[1750.],[2009.],[2073.],[1888.],[1945.],[1620.],[1823.],[1603.],[1869.],[1705.],[1726.],[1962.],[1429.],[1595.],[1631.],[1681.],[1434.],[974.],[1676.],[983.],[1800.],[1082.],[1522.],[925.],[689.],[1009.],[650.],[773.],[698.],[759.],[644.],[792.],[337.],[497.],[231.],[738.]
